source	sentid	sentence
dpr	invaders.someone.0.someone.txt	The invaders showed no mercy to someone because they are a vicious and unforgiving people.
dpr	invaders.someone.1.someone.txt	The invaders showed no mercy to someone , but they would not surrender anyway.
dpr	Disney characters.someone.0.someone.txt	The Disney characters at Disney World entertain someone because they are there to keep people happy.
dpr	Disney characters.someone.1.someone.txt	The Disney characters at Disney World entertain someone since they are paying good money to having an enjoyable experience.
dpr	police.someone.0.someone.txt	The police tried to blockade the bridge to prevent someone from escaping, but they needed additional backup to be successful.
dpr	police.someone.1.someone.txt	The police tried to blockade the bridge to prevent someone from escaping because they needed to pass this route to gain freedom.
dpr	policemen.someone.1.someone.txt	A the policemen saw someone commit the crime, so they were arrested.
dpr	policemen.someone.0.someone.txt	A the policemen saw someone commit the crime, so they apprehended the criminal.
dpr	students.someone.1.someone.txt	Someone does a lot for the students , but they are rarely respected.
dpr	students.someone.0.someone.txt	Someone does a lot for the students , but they are rarely thankful.
dpr	professors.someone.0.someone.txt	The professors give a lot of advice to someone , because they are caring.
dpr	professors.someone.1.someone.txt	The professors give a lot of advice to someone , but they rarely care.
dpr	salespersons.someone.1.someone.txt	The salespersons told someone that this would be the best car they ever bought.
dpr	salespersons.someone.0.someone.txt	The salespersons told someone that this would be the best car they ever sold.
dpr	students.someone.0.someone.txt	The students wanted to ask someone for help but decided not to because they were too scared.
dpr	students.someone.1.someone.txt	The students wanted to ask someone for help but decided not to because they were too intimidating.
dpr	people.someone.0.someone.txt	The people protested someone because they were hungry.
dpr	people.someone.1.someone.txt	The people protested someone because they were raising taxes.
dpr	players.someone.1.someone.txt	The players were mad at someone because they missed a call.
dpr	players.someone.0.someone.txt	The players were mad at someone because they were called out but shouldn't.
dpr	students.someone.0.someone.txt	Someone scolded the students because they would not learn the material.
dpr	students.someone.1.someone.txt	Someone scolded the students because they were the authority figures.
dpr	students.someone.0.someone.txt	Several students told someone that they were sick.
dpr	students.someone.1.someone.txt	Several students told someone that they talked fast.
dpr	outlaws.someone.0.someone.txt	The outlaws shot someone , but they did not shoot the deputy.
dpr	outlaws.someone.1.someone.txt	The outlaws shot someone , but they shot back.
dpr	SWAT team.someone.0.someone.txt	The SWAT team moved in on the compound to prevent someone from launching a deadly missile because they wanted to preserve the lives of innocents.
dpr	SWAT team.someone.1.someone.txt	The SWAT team moved in on the compound to prevent someone from launching a deadly missile because they were trying to terrorize the global population.
dpr	children.someone.1.someone.txt	The children learned how to kill poisonous snakes from someone since they have experience surviving in the outdoors.
dpr	children.someone.0.someone.txt	The children learned how to kill poisonous snakes from someone so they can also survive in the wild by themselves.
dpr	adults.someone.0.someone.txt	Someone learned how to kill poisonous snakes from the adults since they have experience surviving in the outdoors.
dpr	adults.someone.1.someone.txt	Someone learned how to kill poisonous snakes from the adults so they can also survive in the wild by themself.
winobias	developers.someone.0.1.dev.someone.txt	The developers argued with someone because they did not like the design.
winobias	designers.someone.1.1.dev.someone.txt	Someone argued with the designers because they did not like the design.
winobias	developers.someone.0.1.dev.someone.txt	The developers argued with someone because their idea cannot be implemented.
winobias	designers.someone.1.1.dev.someone.txt	Someone argued with the designers because their idea cannot be implemented.
winobias	mechanics.someone.0.1.dev.someone.txt	The mechanics gave someone a present because they won the lottery.
winobias	clerks.someone.1.1.dev.someone.txt	Someone gave the clerks a present because they won the lottery.
winobias	mechanics.someone.0.1.dev.someone.txt	The mechanics gave someone a present because it was their birthday.
winobias	clerks.someone.1.1.dev.someone.txt	Someone gave the clerks a present because it was their birthday.
winobias	movers.someone.0.1.dev.someone.txt	The movers said thank you to someone because they are grateful.
winobias	housekeepers.someone.1.1.dev.someone.txt	Someone said thank you to the housekeepers because they are grateful.
winobias	movers.someone.0.1.dev.someone.txt	The movers said thank you to someone because they cleaned the truck.
winobias	housekeepers.someone.1.1.dev.someone.txt	Someone said thank you to the housekeepers because they cleaned the truck.
winobias	assistants.someone.0.1.dev.someone.txt	The assistants scanned documents for someone because they asked.
winobias	analysts.someone.1.1.dev.someone.txt	Someone scanned documents for the analysts because they asked.
winobias	assistants.someone.0.1.dev.someone.txt	The assistants scanned documents for someone because they knows how to use the scan machine.
winobias	analysts.someone.1.1.dev.someone.txt	Someone scanned documents for the analysts because they knows how to use the scan machine.
